date,year,month,county,population,deaths,death_rate,display_name,mortality_factor
1989-03-15,89,3,Rest of State,11397059,4932.026221645998,43.27455198438472,,
1989-03-15,89,3,Kings,2736074,1367.0689181032524,49.9646178467122,Brooklyn,1.1788
1989-03-15,89,3,Queens,2405464,907.8085357324832,37.73943554060602,Queens,0.890375
1989-03-15,89,3,New York,1694251,583.9435420805822,34.4661766220343,Manhattan,0.81315
1989-03-15,89,3,Bronx,1472654,893.228965785955,60.654367270652514,Bronx,1.4310000000000003
1989-03-15,89,3,Richmond,495747,254.93698048000724,51.42481557730197,Staten Island,1.2132500000000002
1989-04-15,89,4,Rest of State,11397059,4454.169185529074,39.081741925957154,,
1989-04-15,89,4,Kings,2736074,1148.397738837789,41.972466345493174,Brooklyn,1.0964800000000001
1989-04-15,89,4,Queens,2405464,767.8043527507895,31.91917870110671,Queens,0.83385
1989-04-15,89,4,New York,1694251,497.2670080518537,29.350256133940817,Manhattan,0.76674
1989-04-15,89,4,Bronx,1472654,742.7592732161578,50.43678102365917,Bronx,1.3176
1989-04-15,89,4,Richmond,495747,213.43250666012685,43.05270766341034,Staten Island,1.1246999999999998
1989-05-15,89,5,Rest of State,11397059,4520.177772572379,39.66091403556285,,
1989-05-15,89,5,Kings,2736074,1127.9183489998036,41.22397087943541,Brooklyn,1.0612000000000001
1989-05-15,89,5,Queens,2405464,756.5460238144708,31.451147213779578,Queens,0.8096249999999999
1989-05-15,89,5,New York,1694251,491.5454918026612,29.012554326523123,Manhattan,0.74685
1989-05-15,89,5,Bronx,1472654,725.963732387611,49.296286323033854,Bronx,1.269
1989-05-15,89,5,Richmond,495747,209.28703483943593,42.21650052132155,Staten Island,1.0867499999999999
1989-06-15,89,6,Rest of State,11397059,4290.558157814896,37.646187124370385,,
1989-06-15,89,6,Kings,2736074,1035.0282286906647,37.82895596722401,Brooklyn,1.0259200000000002
1989-06-15,89,6,Queens,2405464,696.6275049715142,28.960213288226896,Queens,0.7854
1989-06-15,89,6,New York,1694251,454.149797435493,26.80534333079886,Manhattan,0.72696
1989-06-15,89,6,Bronx,1472654,662.6951305842083,45.000056400499254,Bronx,1.2204000000000002
1989-06-15,89,6,Richmond,495747,191.71832789941624,38.672614841726975,Staten Island,1.0488
1989-07-15,89,7,Rest of State,11397059,4462.6318248935995,39.155994760521985,,
1989-07-15,89,7,Kings,2736074,1051.8577747925158,38.444054319894704,Brooklyn,1.0024000000000002
1989-07-15,89,7,Queens,2405464,709.6668040953111,29.50228330564544,Queens,0.76925
1989-07-15,89,7,New York,1694251,463.7474895679367,27.37182917808145,Manhattan,0.7137
1989-07-15,89,7,Bronx,1472654,670.9733735040636,45.56218728255677,Bronx,1.1880000000000002
1989-07-15,89,7,Richmond,495747,194.596966529854,39.25328172028353,Staten Island,1.0234999999999999
1989-08-15,89,8,Rest of State,11397059,4272.504527170573,37.48778107729874,,
1989-08-15,89,8,Kings,2736074,1030.6730803253656,37.669780873081855,Brooklyn,1.0259200000000002
1989-08-15,89,8,Queens,2405464,693.6962649768938,28.83835571752035,Queens,0.7854
1989-08-15,89,8,New York,1694251,452.23884496765135,26.692552931510818,Manhattan,0.72696
1989-08-15,89,8,Bronx,1472654,659.9066698112044,44.81070705075357,Bronx,1.2204000000000002
1989-08-15,89,8,Richmond,495747,190.91162356111494,38.50988983516086,Staten Island,1.0488
1989-09-15,89,9,Rest of State,11397059,4238.0897937548325,37.185819550068416,,
1989-09-15,89,9,Kings,2736074,1057.5290361565806,38.65133165830239,Brooklyn,1.0612000000000001
1989-09-15,89,9,Queens,2405464,709.3327172858592,29.488394641776356,Queens,0.8096249999999999
1989-09-15,89,9,New York,1694251,460.8699119347966,27.20198553430375,Manhattan,0.74685
1989-09-15,89,9,Bronx,1472654,680.6589562775503,46.21988303277961,Bronx,1.269
1989-09-15,89,9,Richmond,495747,196.22618643457844,39.58192110785914,Staten Island,1.0867499999999999
1989-10-15,89,10,Rest of State,11397059,4696.200671354529,41.20537299451138,,
1989-10-15,89,10,Kings,2736074,1210.7995919044656,44.25317414311402,Brooklyn,1.0964800000000001
1989-10-15,89,10,Queens,2405464,809.5254505760065,33.65360905737964,Queens,0.83385
1989-10-15,89,10,New York,1694251,524.2875965831071,30.94509589093393,Manhattan,0.76674
1989-10-15,89,10,Bronx,1472654,783.1194667829383,53.17742434970728,Bronx,1.3176
1989-10-15,89,10,Richmond,495747,225.03004248751057,45.39211381763492,Staten Island,1.1246999999999998
1989-11-15,89,11,Rest of State,11397059,4554.59250598812,39.96287556279318,,
1989-11-15,89,11,Kings,2736074,1224.6675123115324,44.76002887025469,Brooklyn,1.14352
1989-11-15,89,11,Queens,2405464,815.5274142865825,33.90312281898971,Queens,0.8661500000000001
1989-11-15,89,11,New York,1694251,526.0655948405555,31.05003891634448,Manhattan,0.79326
1989-11-15,89,11,Bronx,1472654,796.8581883348845,54.110346920246336,Bronx,1.3824
1989-11-15,89,11,Richmond,495747,228.063310506259,46.003971886115096,Staten Island,1.1753
1989-12-15,89,12,Rest of State,11397059,5201.7023293955735,45.64074231251741,,
1989-12-15,89,12,Kings,2736074,1484.9700884967483,54.27375460227861,Brooklyn,1.2140800000000003
1989-12-15,89,12,Queens,2405464,983.4960511171167,40.885918522044676,Queens,0.9146000000000001
1989-12-15,89,12,New York,1694251,630.9372489517856,37.23989237437579,Manhattan,0.8330400000000001
1989-12-15,89,12,Bronx,1472654,974.0642535431823,66.14345620513592,Bronx,1.4796000000000002
1989-12-15,89,12,Richmond,495747,277.28692540645704,55.933152476254435,Staten Island,1.2512
1990-01-15,90,1,Rest of State,11397059,5571.237581646561,48.88311608851512,,
1990-01-15,90,1,Kings,2736074,1652.0873178512002,60.38167527088815,Brooklyn,1.2611200000000002
1990-01-15,90,1,Queens,2405464,1090.565421091072,45.33700862249745,Queens,0.9469000000000001
1990-01-15,90,1,New York,1694251,697.2727499051044,41.15522138721503,Manhattan,0.8595600000000001
1990-01-15,90,1,Bronx,1472654,1088.9533100326694,73.94495312766404,Bronx,1.5444000000000002
1990-01-15,90,1,Richmond,495747,308.9961775528023,62.32940946749093,Staten Island,1.3018
1990-02-15,90,2,Rest of State,11397059,4720.460237532838,41.4182311202639,,
1990-02-15,90,2,Kings,2736074,1373.6925710141777,50.206703876217446,Brooklyn,1.2376
1990-02-15,90,2,Queens,2405464,908.2665419816428,37.758475786028924,Queens,0.9307500000000002
1990-02-15,90,2,New York,1694251,581.6791556732082,34.33252544476635,Manhattan,0.8463
1990-02-15,90,2,Bronx,1472654,903.3039768477073,61.338506998093735,Bronx,1.5120000000000002
1990-02-15,90,2,Richmond,495747,256.7215484652297,51.78479112636683,Staten Island,1.2765
1990-03-15,90,3,Rest of State,11397059,4690.558911778178,41.1558711048015,,
1990-03-15,90,3,Kings,2736074,1300.1385249497187,47.51839770962769,Brooklyn,1.1788
1990-03-15,90,3,Queens,2405464,863.3630938091816,35.8917486941888,Queens,0.890375
1990-03-15,90,3,New York,1694251,555.3542220153238,32.77874541702049,Manhattan,0.81315
1990-03-15,90,3,Bronx,1472654,849.4973257314607,57.68478717549816,Bronx,1.4310000000000003
1990-03-15,90,3,Richmond,495747,242.45550854618853,48.90710554903782,Staten Island,1.2132500000000002
1990-04-15,90,4,Rest of State,11397059,4548.950746411769,39.913373673083285,,
1990-04-15,90,4,Kings,2736074,1172.8348281506132,42.865610657848194,Brooklyn,1.0964800000000001
1990-04-15,90,4,Queens,2405464,784.1426847662591,32.59839618328352,Queens,0.83385
1990-04-15,90,4,New York,1694251,507.84849726689,29.974808766050014,Manhattan,0.76674
1990-04-15,90,4,Bronx,1472654,758.564663703848,51.51003994854514,Bronx,1.3176
1990-04-15,90,4,Richmond,495747,217.9741990121093,43.968838744784996,Staten Island,1.1246999999999998
1990-05-15,90,5,Rest of State,11397059,4530.33293980981,39.75001743704065,,
1990-05-15,90,5,Kings,2736074,1130.4523642621596,41.3165858913962,Brooklyn,1.0612000000000001
1990-05-15,90,5,Queens,2405464,758.2457028495008,31.521806306371694,Queens,0.8096249999999999
1990-05-15,90,5,New York,1694251,492.6498126779043,29.077734803043015,Manhattan,0.74685
1990-05-15,90,5,Bronx,1472654,727.5947043275731,49.40703684148301,Bronx,1.269
1990-05-15,90,5,Richmond,495747,209.7572253820108,42.31134538020619,Staten Island,1.0867499999999999
1990-06-15,90,6,Rest of State,11397059,4402.264997426644,38.62632454062617,,
1990-06-15,90,6,Kings,2736074,1061.9757092009543,38.81385186222866,Brooklyn,1.0259200000000002
1990-06-15,90,6,Queens,2405464,714.7645524382282,29.714207006973634,Queens,0.7854
1990-06-15,90,6,New York,1694251,465.97381583026316,27.50323392639362,Manhattan,0.72696
1990-06-15,90,6,Bronx,1472654,679.9487316171699,46.17165550205071,Bronx,1.2204000000000002
1990-06-15,90,6,Richmond,495747,196.70981099265546,39.67947581985478,Staten Island,1.0488
1990-07-15,90,7,Rest of State,11397059,4414.676868494616,38.73522869798793,,
1990-07-15,90,7,Kings,2736074,1040.5546255058705,38.03093869193123,Brooklyn,1.0024000000000002
1990-07-15,90,7,Queens,2405464,702.0408017757028,29.18525497682371,Queens,0.76925
1990-07-15,90,7,New York,1694251,458.76410946512067,27.07769447768487,Manhattan,0.7137
1990-07-15,90,7,Bronx,1472654,663.7631665827178,45.072580971682264,Bronx,1.1880000000000002
1990-07-15,90,7,Richmond,495747,192.5058486847165,38.831470222657224,Staten Island,1.0234999999999999
1990-08-15,90,8,Rest of State,11397059,4379.133783163606,38.423366792815635,,
1990-08-15,90,8,Kings,2736074,1056.3956753579146,38.609908772859015,Brooklyn,1.0259200000000002
1990-08-15,90,8,Queens,2405464,711.0089011951208,29.558076994505875,Queens,0.7854
1990-08-15,90,8,New York,1694251,463.52540798084107,27.358721227305818,Manhattan,0.72696
1990-08-15,90,8,Bronx,1472654,676.3760162517586,45.92905164768904,Bronx,1.2204000000000002
1990-08-15,90,8,Richmond,495747,195.67622105920694,39.47098440519195,Staten Island,1.0488
1990-09-15,90,9,Rest of State,11397059,4310.304316332124,37.81944373835499,,
1990-09-15,90,9,Kings,2736074,1075.5487002444459,39.309927298912456,Brooklyn,1.0612000000000001
1990-09-15,90,9,Queens,2405464,721.4193237571837,29.99085930020918,Queens,0.8096249999999999
1990-09-15,90,9,New York,1694251,468.72286038096996,27.66549114511191,Manhattan,0.74685
1990-09-15,90,9,Bronx,1472654,692.2569789617258,47.0074422750847,Bronx,1.269
1990-09-15,90,9,Richmond,495747,199.56976362622197,40.25637343770552,Staten Island,1.0867499999999999
1990-10-15,90,10,Rest of State,11397059,4689.430559862907,41.14597072685951,,
1990-10-15,90,10,Kings,2736074,1209.054085524978,44.18937812080295,Brooklyn,1.0964800000000001
1990-10-15,90,10,Queens,2405464,808.3584268606159,33.60509352293844,Queens,0.83385
1990-10-15,90,10,New York,1694251,523.5317759248902,30.900484988640418,Manhattan,0.76674
1990-10-15,90,10,Bronx,1472654,781.9905103195318,53.10076299792971,Bronx,1.3176
1990-10-15,90,10,Richmond,495747,224.7056358909404,45.32667588325101,Staten Island,1.1246999999999998
1990-11-15,90,11,Rest of State,11397059,4585.058007700415,40.23018576722657,,
1990-11-15,90,11,Kings,2736074,1232.8592682467267,45.05942705667781,Brooklyn,1.14352
1990-11-15,90,11,Queens,2405464,820.9824471580646,34.12989956025385,Queens,0.8661500000000001
1990-11-15,90,11,New York,1694251,529.5844282508602,31.257731484346785,Manhattan,0.79326
1990-11-15,90,11,Bronx,1472654,802.1883434408035,54.4722890401142,Bronx,1.3824
1990-11-15,90,11,Richmond,495747,229.58881759994637,46.31169076160751,Staten Island,1.1753
1990-12-15,90,12,Rest of State,11397059,4814.113446500263,42.239962489448054,,
1990-12-15,90,12,Kings,2736074,1374.3221003408623,50.229712366729196,Brooklyn,1.2140800000000003
1990-12-15,90,12,Queens,2405464,910.2138616249845,37.83942979919818,Queens,0.9146000000000001
1990-12-15,90,12,New York,1694251,583.9248964539681,34.46507609875798,Manhattan,0.8330400000000001
1990-12-15,90,12,Bronx,1472654,901.4848454971772,61.21497958768164,Bronx,1.4796000000000002
1990-12-15,90,12,Richmond,495747,256.62574126825353,51.765465301505316,Staten Island,1.2512
1991-01-15,91,1,Rest of State,11397059,4766.158490101281,41.819196426914004,,
1991-01-15,91,1,Kings,2736074,1413.3502441728547,51.6561410317431,Brooklyn,1.2611200000000002
1991-01-15,91,1,Queens,2405464,932.9718154306204,38.785523933454016,Queens,0.9469000000000001
1991-01-15,91,1,New York,1694251,596.5124244251466,35.20803142067773,Manhattan,0.8595600000000001
1991-01-15,91,1,Bronx,1472654,931.5926646233916,63.25943939468413,Bronx,1.5444000000000002
1991-01-15,91,1,Richmond,495747,264.3442742244126,53.32241530950516,Staten Island,1.3018
1991-02-15,91,2,Rest of State,11397059,4446.270722122182,39.01243928036331,,
1991-02-15,91,2,Kings,2736074,1293.9011775024185,47.290430649990405,Brooklyn,1.2376
1991-02-15,91,2,Queens,2405464,855.5095753982703,35.56526206163427,Queens,0.9307500000000002
1991-02-15,91,2,New York,1694251,547.8921269105479,32.33830919447873,Manhattan,0.8463
1991-02-15,91,2,Bronx,1472654,850.8352625238175,57.7756392556444,Bronx,1.5120000000000002
1991-02-15,91,2,Richmond,495747,241.8097912578553,48.776854173168026,Staten Island,1.2765
1991-03-15,91,3,Rest of State,11397059,5010.446679757277,43.962628251352186,,
1991-03-15,91,3,Kings,2736074,1388.8056579358254,50.759067844503676,Brooklyn,1.1788
1991-03-15,91,3,Queens,2405464,922.2429199085087,38.33950206315741,Queens,0.890375
1991-03-15,91,3,New York,1694251,593.2283913541124,35.01419750403644,Manhattan,0.81315
1991-03-15,91,3,Bronx,1472654,907.4315311307557,61.61878697445263,Bronx,1.4310000000000003
1991-03-15,91,3,Richmond,495747,258.9905426267381,52.24248308648122,Staten Island,1.2132500000000002
1991-04-15,91,4,Rest of State,11397059,4686.045504117097,41.116269593033586,,
1991-04-15,91,4,Kings,2736074,1208.1813323352344,44.15748010964741,Brooklyn,1.0964800000000001
1991-04-15,91,4,Queens,2405464,807.7749150029205,33.580835755717835,Queens,0.83385
1991-04-15,91,4,New York,1694251,523.1538655957818,30.878179537493665,Manhattan,0.76674
1991-04-15,91,4,Bronx,1472654,781.4260320878286,53.06243232204093,Bronx,1.3176
1991-04-15,91,4,Richmond,495747,224.5434325926553,45.29395691605906,Staten Island,1.1246999999999998
1991-05-15,91,5,Rest of State,11397059,4692.815615608719,41.175671860685455,,
1991-05-15,91,5,Kings,2736074,1170.996608459856,42.79842608276881,Brooklyn,1.0612000000000001
1991-05-15,91,5,Queens,2405464,785.440567409981,32.65235178784555,Queens,0.8096249999999999
1991-05-15,91,5,New York,1694251,510.3189466817943,30.120622427361365,Manhattan,0.74685
1991-05-15,91,5,Bronx,1472654,753.690255366968,51.17904513666944,Bronx,1.269
1991-05-15,91,5,Richmond,495747,217.28027406320868,43.82886312236053,Staten Island,1.0867499999999999
1991-06-15,91,6,Rest of State,11397059,4421.446979986238,38.794630965639804,,
1991-06-15,91,6,Kings,2736074,1066.6030543390848,38.982975399754714,Brooklyn,1.0259200000000002
1991-06-15,91,6,Queens,2405464,717.8789949325125,29.843680675849335,Queens,0.7854
1991-06-15,91,6,New York,1694251,468.00420282734495,27.623073725637166,Manhattan,0.72696
1991-06-15,91,6,Bronx,1472654,682.9114711884865,46.37283918615551,Bronx,1.2204000000000002
1991-06-15,91,6,Richmond,495747,197.5669343521006,39.85237113933127,Staten Island,1.0488
1991-07-15,91,7,Rest of State,11397059,4545.001514708323,39.87872235028636,,
1991-07-15,91,7,Kings,2736074,1071.272595920165,39.153641163220186,Brooklyn,1.0024000000000002
1991-07-15,91,7,Queens,2405464,722.7655845501675,30.046826082209815,Queens,0.76925
1991-07-15,91,7,New York,1694251,472.30717774453825,27.877048781115562,Manhattan,0.7137
1991-07-15,91,7,Bronx,1472654,683.3579642160222,46.403158122411796,Bronx,1.1880000000000002
1991-07-15,91,7,Richmond,495747,198.1887689462078,39.97780499855931,Staten Island,1.0234999999999999
1991-08-15,91,8,Rest of State,11397059,4438.372258715291,38.943136634769466,,
1991-08-15,91,8,Kings,2736074,1070.686005931553,39.132202050512994,Brooklyn,1.0259200000000002
1991-08-15,91,8,Queens,2405464,720.6270324274691,29.957922148386718,Queens,0.7854
1991-08-15,91,8,New York,1694251,469.7957207659465,27.72881472496971,Manhattan,0.72696
1991-08-15,91,8,Bronx,1472654,685.5256531631777,46.55035420154209,Bronx,1.2204000000000002
1991-08-15,91,8,Richmond,495747,198.32321966925804,40.004925832987,Staten Island,1.0488
1991-09-15,91,9,Rest of State,11397059,4301.277501009963,37.74024071481917,,
1991-09-15,91,9,Kings,2736074,1073.2962422334626,39.22760284383619,Brooklyn,1.0612000000000001
1991-09-15,91,9,Queens,2405464,719.9084979482682,29.928051217905075,Queens,0.8096249999999999
1991-09-15,91,9,New York,1694251,467.7412418251983,27.60755294376089,Manhattan,0.74685
1991-09-15,91,9,Bronx,1472654,690.8072261262039,46.908997369796566,Bronx,1.269
1991-09-15,91,9,Richmond,495747,199.15181647726652,40.17206689647472,Staten Island,1.0867499999999999
1991-10-15,91,10,Rest of State,11397059,4742.463099880606,41.611288490132466,,
1991-10-15,91,10,Kings,2736074,1222.7272188309632,44.689113628906355,Brooklyn,1.0964800000000001
1991-10-15,91,10,Queens,2405464,817.5001126311763,33.98513187606118,Queens,0.83385
1991-10-15,91,10,New York,1694251,529.4523710809224,31.249937056606274,Manhattan,0.76674
1991-10-15,91,10,Bronx,1472654,790.8340026162157,53.70127692018735,Bronx,1.3176
1991-10-15,91,10,Richmond,495747,227.24682089740676,45.83927303592493,Staten Island,1.1246999999999998
1991-11-15,91,11,Rest of State,11397059,4855.862467365261,42.606276473301236,,
1991-11-15,91,11,Kings,2736074,1305.674876559564,47.72074426932765,Brooklyn,1.14352
1991-11-15,91,11,Queens,2405464,869.471628237906,36.145692815935135,Queens,0.8661500000000001
1991-11-15,91,11,New York,1694251,560.8629474535688,33.10388764436726,Manhattan,0.79326
1991-11-15,91,11,Bronx,1472654,849.5674999378609,57.68955232782859,Bronx,1.3824
1991-11-15,91,11,Richmond,495747,243.14888065494503,49.046969654873365,Staten Island,1.1753
1991-12-15,91,12,Rest of State,11397059,5533.43779248501,48.55145342745887,,
1991-12-15,91,12,Kings,2736074,1579.6731700624844,57.735030926154934,Brooklyn,1.2140800000000003
1991-12-15,91,12,Queens,2405464,1046.2179250929155,43.493393586140364,Queens,0.9146000000000001
1991-12-15,91,12,New York,1694251,671.1748956311402,39.61484429586526,Manhattan,0.8330400000000001
1991-12-15,91,12,Bronx,1472654,1036.1846202550469,70.36171566810988,Bronx,1.4796000000000002
1991-12-15,91,12,Richmond,495747,294.9707336644827,59.50025590966413,Staten Island,1.2512
1992-01-15,92,1,Rest of State,11397059,5250.221461752191,46.06645856402245,,
1992-01-15,92,1,Kings,2736074,1556.8936283466603,56.90246785527951,Brooklyn,1.2611200000000002
1992-01-15,92,1,Queens,2405464,1027.726765435293,42.72467870794545,Queens,0.9469000000000001
1992-01-15,92,1,New York,1694251,657.0957175308256,38.783847111840316,Manhattan,0.8595600000000001
1992-01-15,92,1,Bronx,1472654,1026.2075446242047,69.68422620820674,Bronx,1.5444000000000002
1992-01-15,92,1,Richmond,495747,291.1917395753295,58.737973114376786,Staten Island,1.3018
1992-02-15,92,2,Rest of State,11397059,4566.440201098457,40.06682953118394,,
1992-02-15,92,2,Kings,2736074,1328.8714795970784,48.56855039728744,Brooklyn,1.2376
1992-02-15,92,2,Queens,2405464,878.6314558144397,36.52648536059736,Queens,0.9307500000000002
1992-02-15,92,2,New York,1694251,562.7000222324546,33.212317551086265,Manhattan,0.8463
1992-02-15,92,2,Bronx,1472654,873.8308101595964,59.33714301931047,Bronx,1.5120000000000002
1992-02-15,92,2,Richmond,495747,248.34519102158112,50.0951475291996,Staten Island,1.2765
1992-03-15,92,3,Rest of State,11397059,4789.289704364319,42.02215417472454,,
1992-03-15,92,3,Kings,2736074,1327.5049240195046,48.51860454137953,Brooklyn,1.1788
1992-03-15,92,3,Queens,2405464,881.5358796423072,36.64722812905565,Queens,0.890375
1992-03-15,92,3,New York,1694251,567.0437804532215,33.468699764864915,Manhattan,0.81315
1992-03-15,92,3,Bronx,1472654,867.3782533238358,58.898984644311284,Bronx,1.4310000000000003
1992-03-15,92,3,Richmond,495747,247.55891412660506,49.93654306059443,Staten Island,1.2132500000000002
1992-04-15,92,4,Rest of State,11397059,4539.923931089607,39.83417064954746,,
1992-04-15,92,4,Kings,2736074,1170.5074863112968,42.780549294766764,Brooklyn,1.0964800000000001
1992-04-15,92,4,Queens,2405464,782.5866531457383,32.53370880402859,Queens,0.83385
1992-04-15,92,4,New York,1694251,506.84073638926753,29.915327562991997,Manhattan,0.76674
1992-04-15,92,4,Bronx,1472654,757.0593884193062,51.40782481284173,Bronx,1.3176
1992-04-15,92,4,Richmond,495747,217.54165688334908,43.88158816560646,Staten Island,1.1246999999999998
1992-05-15,92,5,Rest of State,11397059,4647.681538997911,40.77965674300634,,
1992-05-15,92,5,Kings,2736074,1159.7343184049403,42.38680380738753,Brooklyn,1.0612000000000001
1992-05-15,92,5,Queens,2405464,777.8864383654031,32.33831137632503,Queens,0.8096249999999999
1992-05-15,92,5,New York,1694251,505.41085390293597,29.830931420606273,Manhattan,0.74685
1992-05-15,92,5,Bronx,1472654,746.4414911893583,50.686820610228764,Bronx,1.269
1992-05-15,92,5,Richmond,495747,215.1905383184315,43.407330416206555,Staten Island,1.0867499999999999
1992-06-15,92,6,Rest of State,11397059,4335.128058468068,38.0372520530785,,
1992-06-15,92,6,Kings,2736074,1045.7800012174976,38.221919480887486,Brooklyn,1.0259200000000002
1992-06-15,92,6,Queens,2405464,703.8640037082334,29.261049165908677,Queens,0.7854
1992-06-15,92,6,New York,1694251,458.86746134047706,27.083794629041215,Manhattan,0.72696
1992-06-15,92,6,Bronx,1472654,669.5791431175617,45.46751260768393,Bronx,1.2204000000000002
1992-06-15,92,6,Richmond,495747,193.70987923459757,39.07434220168707,Staten Island,1.0488
1992-07-15,92,7,Rest of State,11397059,4394.366534019753,38.557021895032335,,
1992-07-15,92,7,Kings,2736074,1035.767409337409,37.85597207302906,Brooklyn,1.0024000000000002
1992-07-15,92,7,Queens,2405464,698.8109654991629,29.050984155205104,Queens,0.76925
1992-07-15,92,7,New York,1694251,456.6535014215751,26.953119781046322,Manhattan,0.7137
1992-07-15,92,7,Bronx,1472654,660.7094318866184,44.8652182988413,Bronx,1.1880000000000002
1992-07-15,92,7,Richmond,495747,191.62019877383474,38.652820647191966,Staten Island,1.0234999999999999
1992-08-15,92,8,Rest of State,11397059,4377.4412552907,38.408516225902666,,
1992-08-15,92,8,Kings,2736074,1055.9873801986678,38.594986107783186,Brooklyn,1.0259200000000002
1992-08-15,92,8,Queens,2405464,710.7340974456251,29.546652847252137,Queens,0.7854
1992-08-15,92,8,New York,1694251,463.34625618698095,27.348147127372567,Manhattan,0.72696
1992-08-15,92,8,Bronx,1472654,676.1145980542896,45.91130014615039,Bronx,1.2204000000000002
1992-08-15,92,8,Richmond,495747,195.60059252749122,39.455728935826386,Staten Island,1.0488
1992-09-15,92,9,Rest of State,11397059,4444.014018291642,38.99263852447936,,
1992-09-15,92,9,Kings,2736074,1108.9132345321334,40.5293582897295,Brooklyn,1.0612000000000001
1992-09-15,92,9,Queens,2405464,743.7984310517456,30.92120401933871,Queens,0.8096249999999999
1992-09-15,92,9,New York,1694251,483.26308523833774,28.52370075262389,Manhattan,0.74685
1992-09-15,92,9,Bronx,1472654,713.7314428378945,48.465657434665204,Bronx,1.269
1992-09-15,92,9,Richmond,495747,205.76060577012439,41.505164079686686,Staten Island,1.0867499999999999
1992-10-15,92,10,Rest of State,11397059,4715.382653914122,41.373679419525004,,
1992-10-15,92,10,Kings,2736074,1215.7451933130135,44.43392953966207,Brooklyn,1.0964800000000001
1992-10-15,92,10,Queens,2405464,812.8320177696136,33.79106973829638,Queens,0.83385
1992-10-15,92,10,New York,1694251,526.4290884480549,31.07149344743222,Manhattan,0.76674
1992-10-15,92,10,Bronx,1472654,786.3181767625899,53.394631513077066,Bronx,1.3176
1992-10-15,92,10,Richmond,495747,225.94919451112608,45.577521298389314,Staten Island,1.1246999999999998
1992-11-15,92,11,Rest of State,11397059,4617.780213243251,40.51729672754393,,
1992-11-15,92,11,Kings,2736074,1241.657820917861,45.38100288653966,Brooklyn,1.14352
1992-11-15,92,11,Queens,2405464,826.8415565385454,34.37347457864867,Queens,0.8661500000000001
1992-11-15,92,11,New York,1694251,533.3639159878542,31.480808687015926,Manhattan,0.79326
1992-11-15,92,11,Bronx,1472654,807.9133248508646,54.86104168737969,Bronx,1.3824
1992-11-15,92,11,Richmond,495747,231.22732521909202,46.64220362787712,Staten Island,1.1753
1992-12-15,92,12,Rest of State,11397059,5035.270421893221,44.1804365660757,,
1992-12-15,92,12,Kings,2736074,1437.4574880513533,52.5372299159801,Brooklyn,1.2140800000000003
1992-12-15,92,12,Queens,2405464,952.028444275517,39.57774650859531,Queens,0.9146000000000001
1992-12-15,92,12,New York,1694251,610.7499942402046,36.048377379750974,Manhattan,0.8330400000000001
1992-12-15,92,12,Bronx,1472654,942.8984233050869,64.02715256299761,Bronx,1.4796000000000002
1992-12-15,92,12,Richmond,495747,268.414946773604,54.1435342571118,Staten Island,1.2512
1993-01-15,93,1,Rest of State,11397059,4938.232157179984,43.329004063065604,,
1993-01-15,93,1,Kings,2736074,1464.376738546993,53.52109404010977,Brooklyn,1.2611200000000002
1993-01-15,93,1,Queens,2405464,966.6551018541928,40.18580622508559,Queens,0.9469000000000001
1993-01-15,93,1,New York,1694251,618.0484435361398,36.479154714156266,Manhattan,0.8595600000000001
1993-01-15,93,1,Bronx,1472654,965.2261592623753,65.54330883305755,Bronx,1.5444000000000002
1993-01-15,93,1,Richmond,495747,273.88795363237256,55.2475261841973,Staten Island,1.3018
1993-02-15,93,2,Rest of State,11397059,4783.647944787968,41.972652285014654,,
1993-02-15,93,2,Kings,2736074,1392.0807110827313,50.87876684193232,Brooklyn,1.2376
1993-02-15,93,2,Queens,2405464,920.424526050239,38.26390775543675,Queens,0.9307500000000002
1993-02-15,93,2,New York,1694251,589.4654668283893,34.79209791396843,Manhattan,0.8463
1993-02-15,93,2,Bronx,1472654,915.3955324120604,62.159579399645835,Bronx,1.5120000000000002
1993-02-15,93,2,Richmond,495747,260.15800280108556,52.477978243153366,Staten Island,1.2765
1993-03-15,93,3,Rest of State,11397059,5131.180334691187,45.021968691143805,,
1993-03-15,93,3,Kings,2736074,1422.2708545125922,51.98217791304593,Brooklyn,1.1788
1993-03-15,93,3,Queens,2405464,944.4656408701595,39.26334548636602,Queens,0.890375
1993-03-15,93,3,New York,1694251,607.5230513867416,35.857913106543336,Manhattan,0.81315
1993-03-15,93,3,Bronx,1472654,929.2973511580028,63.10357702202981,Bronx,1.4310000000000003
1993-03-15,93,3,Richmond,495747,265.2312785936474,53.501338100613296,Staten Island,1.2132500000000002
1993-04-15,93,4,Rest of State,11397059,4699.021551142704,41.23012393936632,,
1993-04-15,93,4,Kings,2736074,1211.526886229252,44.279755819076975,Brooklyn,1.0964800000000001
1993-04-15,93,4,Queens,2405464,810.0117104574194,33.67382386339681,Queens,0.83385
1993-04-15,93,4,New York,1694251,524.6025218573641,30.963683766889563,Manhattan,0.76674
1993-04-15,93,4,Bronx,1472654,783.5898653093577,53.2093665796146,Bronx,1.3176
1993-04-15,93,4,Richmond,495747,225.16521190274815,45.41937962362821,Staten Island,1.1246999999999998
1993-05-15,93,5,Rest of State,11397059,4798.316519686481,42.10135719826037,,
1993-05-15,93,5,Kings,2736074,1197.3222114632213,43.760593151472555,Brooklyn,1.0612000000000001
