county,mean_rate,std_rate,min_rate,max_rate,cv_rate,display_name
Bronx,59.02004482292149,12.419321100564217,44.325499342030234,114.34323384905618,0.2104254772734593,Bronx
Kings,48.954965310985926,9.931042614666678,37.26189469434255,93.36994241888223,0.20286078340735877,Brooklyn
New York,34.084524840842235,6.588840442636198,26.403527533335208,63.63951702104036,0.19330885419124377,Manhattan
Queens,37.148357171282896,7.355512105436974,28.526095692584835,70.10593637119354,0.19800369829336806,Queens
Richmond,50.269617509377014,10.322690844240183,38.092907005835215,96.3817805132746,0.20534651655773284,Staten Island
